"","12331.Aligned.sortedByCoord.out.bam"
"100287102",205
"653635",2771
"102466751",0
"100302278",1
"645520",100
"79501",0
"729737",6912
"102725121",162
"102723897",2399
"102465909",0
"729759",1932
"100132287",7157
"105378947",0
"101928626",0
"102465432",16
"81399",1932
"100133331",6929
"100288069",43
"400728",0
"79854",50
"643837",22
"284593",0
"100130417",0
"148398",13
"26155",265
"339451",19
"84069",9
"84808",8
"57801",58
"9636",6
"375790",164
"105369174",0
"105378948",0
"401934",1
"54991",27
"254099",0
"406984",0
"406983",0
"554210",0
"254173",20
"8784",0
"7293",6
"51150",171
"126792",0
"388581",1
"118424",42
"6339",14
"116983",85
"102465434",0
"126789",10
"54973",195
"102465435",0
"80772",23
"83756",10
"1855",43
"102466740",0
"54587",110
"54998",9
"81669",837
"148413",7
"55052",69
"441869",0
"643965",0
"102724312",0
"64856",1
"219293",20
"83858",205
"55210",207
"339453",0
"29101",102
"643988",0
"142678",38
"8510",20
"984",1635
"728661",657
"8511",19
"728642",1449
"9906",632
"65220",178
"2782",767
"105378949",0
"163688",0
"339456",3
"85452",0
"2563",0
"5590",58
"100506504",1
"199990",71
"105378592",2
"6497",465
"105378594",5
"79906",44
"100129534",0
"11079",457
"5192",9
"9651",39
"55229",115
"388585",0
"115110",0
"8764",77
"100996583",0
"127281",3
"79258",2
"100287898",3
"140625",0
"440556",16
"63976",329
"100422968",0
"27237",21
"1953",143
"693135",0
"127262",81
"49856",43
"7161",5
"57212",110
"148870",4
"388588",3
"57470",117
"9731",599
"1677",51
"339448",113
"100133612",0
"728716",0
"284661",0
"55966",1
"100616489",0
"100616421",0
"261734",148
"8514",108
"26038",143
"6146",2033
"102724450",0
"388591",23
"23463",74
"148645",1
"390992",0
"387509",3
"11332",33
"54626",0
"83715",10
"100422975",0
"8718",47
"57449",132
"79707",252
"80835",7
"3104",89
"9903",38
"148479",66
"90326",43
"55735",225
"100505887",0
"23261",423
"9341",313
"8863",1833
"10911",1
"3604",11
"11315",957
"54206",1450
"102724539",0
"50651",30
"473",1095
"102724552",0
"2023",1033
"102465436",0
"100505975",0
"765",10
"155184",0
"6518",25
"80045",8
"407040",0
"9563",197
"80176",61
"100506022",0
"84275",45
"199953",10
"5293",329
"644997",35
"101929074",0
"22883",746
"56998",5
"84328",147
"64802",28
"100847055",0
"105376719",0
"116362",73
"10277",1400
"23095",3252
"100422970",0
"5226",299
"100526739",0
"378708",0
"1325",1
"1676",28
"5195",109
"54897",214
"148345",11
"23435",1832
"10747",149
"6723",39
"5394",661
"2475",986
"100873935",0
"10218",81
"29914",276
"57540",10
"101929181",0
"26232",7
"93611",17
"26270",14
"10459",44
"374946",0
"57085",20
"284498",4
"102724659",0
"4524",397
"1185",373
"100379251",4
"4878",15
"4879",0
"26829",2
"90231",85
"5351",317
"9927",996
"60672",22
"102466982",0
"943",4
"102465836",0
"7133",176
"100616438",0
"55187",6027
"677885",61
"9249",329
"102466722",0
"343066",4
"126767",0
"93190",0
"390999",8
"65121",25
"440560",28
"343069",131
"65122",2
"400735",65
"343071",16
"441871",0
"440561",84
"653606",0
"102724742",12
"101929983",63
"649330",9
"441873",65
"649324",11
"440563",26
"645354",11
"645359",65
"101060301",9
"343070",66
"400736",24
"391003",9
"343068",84
"391002",0
"645382",17
"653619",63
"729528",15
"645414",16
"391004",0
"645425",23
"126755",0
"10630",13
"7799",1517
"23254",19
"200197",0
"55092",64
"727684",30
"114827",4
"101927417",0
"79180",367
"11330",1
"63036",52
"51032",90
"842",245
"23341",437
"79814",14
"84301",255
"6248",82
"23207",529
"284723",4
"388595",5
"54751",73
"440567",66
"729614",0
"23013",2642
"7709",72
"101928566",0
"149563",0
"27129",97
"1187",20
"1188",35
"348487",5
"1969",122
"128272",1
"101927546",0
"79363",1
"54455",320
"26099",121
"374955",7
"55707",69
"114819",16
"26871",6
"100126512",0
"100126517",0
"102724970",20
"100133301",1
"7195",0
"55672",22449
"84809",24
"11209",155
"26869",4
"729574",5
"100126533",0
"284729",3
"100189045",0
"102723383",5
"6060",4
"11223",88
"100500876",0
"100189298",0
"7193",0
"791226",0
"9696",142
"26870",6
"4237",96
"23400",233
"6390",426
"11240",68
"29943",13
"51702",0
"100616188",0
"23569",0
"353238",1
"55920",169
"55160",863
"81569",0
"101927876",0
"84966",24
"127707",1
"5081",10
"80834",6
"8659",36
"100616120",0
"100302276",0
"126917",91
"23352",5836
"23065",506
"51154",43
"246181",36
"22977",31
"100506730",0
"8574",255
"54896",17
"832",852
"100532736",0
"440574",40
"644068",52
"4681",14
"3362",6
"255104",42
"54546",0
"23252",49
"30814",1
"5320",712
"5322",20
"26279",20
"64600",2
"391013",4
"127733",0
"101928017",0
"127731",1
"339505",0
"55450",34
"79594",33
"163933",0
"978",15
"65018",223
"102464833",0
"100861548",26
"1650",485
"57576",6
"400745",2
"50809",843
"8672",1299
"100302155",0
"1889",1796
"100506801",35
"84224",638
"249",70
"5909",1
"84196",1235
"401944",30
"3339",9348
"23436",0
"10136",0
"101928043",0
"29092",2
"998",1211
"54361",30
"100616433",0
"9923",800
"2046",0
"102466615",0
"712",664
"714",450
"713",706
"2048",154
"100616391",0
"100422914",0
"646262",0
"729059",0
"23028",675
"100422866",0
"100616177",0
"7798",248
"3352",3
"100996511",3
"10236",1283
