"","11028.Aligned.sortedByCoord.out.bam"
"100287102",138
"653635",8676
"102466751",5
"100302278",8
"645520",202
"79501",64
"729737",8808
"102725121",127
"102723897",8231
"102465909",1
"729759",949
"100132287",9172
"105378947",0
"101928626",0
"102465432",11
"81399",949
"100133331",8883
"100288069",69
"400728",0
"79854",66
"643837",38
"284593",5
"100130417",0
"148398",16
"26155",1096
"339451",112
"84069",7
"84808",55
"57801",113
"9636",20
"375790",867
"105369174",1
"105378948",1
"401934",0
"54991",65
"254099",1
"406984",0
"406983",0
"554210",0
"254173",26
"8784",7
"7293",7
"51150",859
"126792",3
"388581",7
"118424",204
"6339",74
"116983",373
"102465434",0
"126789",78
"54973",849
"102465435",1
"80772",58
"83756",32
"1855",280
"102466740",0
"54587",846
"54998",84
"81669",2023
"148413",39
"55052",301
"441869",0
"643965",0
"102724312",0
"64856",34
"219293",121
"83858",903
"55210",785
"339453",15
"29101",413
"643988",2
"142678",356
"8510",161
"984",5218
"728661",1638
"8511",159
"728642",4748
"9906",1535
"65220",699
"2782",3217
"105378949",2
"163688",5
"339456",2
"85452",17
"2563",35
"5590",70
"100506504",0
"199990",115
"105378592",9
"6497",1875
"105378594",51
"79906",158
"100129534",0
"11079",1057
"5192",54
"9651",76
"55229",391
"388585",1
"115110",4
"8764",541
"100996583",0
"127281",49
"79258",16
"100287898",5
"140625",1
"440556",54
"63976",1265
"100422968",0
"27237",9
"1953",859
"693135",0
"127262",307
"49856",116
"7161",5
"57212",279
"148870",22
"388588",4
"57470",432
"9731",1371
"1677",159
"339448",400
"100133612",1
"728716",0
"284661",0
"55966",22
"100616489",0
"100616421",0
"261734",280
"8514",610
"26038",326
"6146",4886
"102724450",0
"388591",106
"23463",171
"148645",0
"390992",0
"387509",29
"11332",290
"54626",1
"83715",43
"100422975",0
"8718",173
"57449",801
"79707",620
"80835",2
"3104",371
"9903",120
"148479",293
"90326",121
"55735",963
"100505887",0
"23261",763
"9341",771
"8863",4829
"10911",16
"3604",18
"11315",3122
"54206",2677
"102724539",0
"50651",79
"473",4425
"102724552",0
"2023",6375
"102465436",0
"100505975",0
"765",4
"155184",7
"6518",70
"80045",13
"407040",19
"9563",1394
"80176",211
"100506022",0
"84275",116
"199953",56
"5293",868
"644997",20
"101929074",0
"22883",3459
"56998",17
"84328",325
"64802",106
"100847055",0
"105376719",0
"116362",137
"10277",3448
"23095",7472
"100422970",0
"5226",1561
"100526739",0
"378708",1
"1325",1
"1676",289
"5195",606
"54897",437
"148345",12
"23435",3349
"10747",165
"6723",231
"5394",2541
"2475",3341
"100873935",0
"10218",132
"29914",522
"57540",7
"101929181",0
"26232",12
"93611",143
"26270",84
"10459",115
"374946",6
"57085",129
"284498",6
"102724659",3
"4524",817
"1185",861
"100379251",2
"4878",42
"4879",1
"26829",1
"90231",483
"5351",2183
"9927",2772
"60672",219
"102466982",0
"943",21
"102465836",0
"7133",319
"100616438",0
"55187",16251
"677885",107
"9249",453
"102466722",0
"343066",4
"126767",8
"93190",0
"390999",4
"65121",30
"440560",67
"343069",126
"65122",14
"400735",56
"343071",22
"441871",24
"440561",75
"653606",27
"102724742",40
"101929983",91
"649330",13
"441873",72
"649324",22
"440563",41
"645354",22
"645359",65
"101060301",12
"343070",87
"400736",50
"391003",44
"343068",82
"391002",23
"645382",20
"653619",76
"729528",61
"645414",43
"391004",17
"645425",40
"126755",1
"10630",153
"7799",4028
"23254",125
"200197",1
"55092",137
"727684",184
"114827",380
"101927417",1
"79180",469
"11330",4
"63036",17
"51032",31
"842",212
"23341",795
"79814",38
"84301",749
"6248",192
"23207",2225
"284723",6
"388595",19
"54751",880
"440567",263
"729614",0
"23013",8265
"7709",408
"101928566",4
"149563",1
"27129",440
"1187",78
"1188",80
"348487",7
"1969",324
"128272",51
"101927546",1
"79363",31
"54455",1273
"26099",512
"374955",21
"55707",792
"114819",336
"26871",7
"100126512",0
"100126517",0
"102724970",38
"100133301",9
"7195",0
"55672",40210
"84809",278
"11209",235
"26869",7
"729574",51
"100126533",0
"284729",17
"100189045",0
"102723383",52
"6060",7
"11223",168
"100500876",0
"100189298",0
"7193",0
"791226",0
"9696",832
"26870",7
"4237",438
"23400",705
"6390",1188
"11240",19
"29943",8
"51702",8
"100616188",0
"23569",23
"353238",4
"55920",605
"55160",2512
"81569",1
"101927876",0
"84966",87
"127707",3
"5081",18
"80834",26
"8659",125
"100616120",0
"100302276",0
"126917",340
"23352",19380
"23065",1033
"51154",154
"246181",37
"22977",69
"100506730",0
"8574",723
"54896",99
"832",3449
"100532736",0
"440574",128
"644068",65
"4681",18
"3362",6
"255104",214
"54546",3
"23252",155
"30814",0
"5320",1386
"5322",105
"26279",65
"64600",0
"391013",8
"127733",13
"101928017",0
"127731",10
"339505",1
"55450",48
"79594",87
"163933",1
"978",59
"65018",779
"102464833",0
"100861548",60
"1650",1803
"57576",171
"400745",0
"50809",3821
"8672",3721
"100302155",0
"1889",4872
"100506801",9
"84224",1009
"249",61
"5909",30
"84196",2672
"401944",103
"3339",49429
"23436",8
"10136",7
"101928043",0
"29092",0
"998",2898
"54361",41
"100616433",0
"9923",3527
"2046",7
"102466615",3
"712",4706
"714",1668
"713",4195
"2048",358
"100616391",0
"100422914",0
"646262",2
"729059",2
"23028",1780
"100422866",0
"100616177",0
"7798",931
"3352",33
"100996511",0
"10236",3242
"80818",452
"148898",30
"6920",834
"55616",770
"1870",12
"101928163",1
"3399",388
"259283",30
"6135",17838
"6924",1093
"100506963",0
"57095",348
"11313",281
"2582",102
"3155",458
"2517",806
"1269",7
"100616492",0
"55629",974
"10772",929
"127294",48
"58985",28
"163702",21
"284632",0
"57822",14
"90529",88
"57185",159
"100750325",0
"11123",90
"100506985",0
"400746",30
"10250",8006
"25932",4475
"864",127
"102465437",0
"100616365",0
"25949",1605
"57035",1555
"6007",942
"23585",552
"6006",480
"55219",698
"26119",704
"57134",652
"57190",1972
"56181",400
"646471",38
"79000",11
"164091",85
"3925",343
"100500808",0
"5051",128
"2134",11
"7780",5
"105376910",0
"84676",5
"149420",73
"79927",3
"105376887",0
"51042",30
"10256",154
"378807",11
"101928303",3
"64793",180
"83442",824
"91544",304
"1043",101
"55057",26
"257101",34
"79727",3
"79947",659
"101928324",9
"3151",3576
"6195",704
"100302190",0
"101928728",0
"8289",6742
"55650",212
"84243",303
"2810",1
"54707",145
"63906",300
"10726",2572
"8431",3
"126695",3
"388610",1
"115572",154
"6548",681
"23038",1119
"84065",128
"644961",50
"100887744",0
"84958",99
"9064",1212
"8547",3
"388611",1
"2827",7
"10163",5645
"27245",736
"2268",847
"2537",66
"199870",380
"23673",1153
"5511",442
"677774",286
"9473",402
"6118",392
"27293",11
"55113",32
"2140",1205
"5724",314
"22826",2701
"93974",442
"83667",93
"54797",60
"65979",1483
"1104",144
"8420",35
"6080",19293
"26768",24745
"54952",283
"85028",6
"692212",17
"677838",119
"677825",58
"692073",15
"115273",8
"6883",174
"26824",2
"10691",413
"105376911",1
"51441",834
"4985",3
"2035",1948
"399474",22
"6429",2128
"51102",189
"10076",684
"101928460",0
"101929406",0
"4146",4
"100129196",0
"7805",2529
"100616164",0
"400748",0
"9672",318
"9698",2933
"692234",88
"692235",88
"692200",1
"79570",10
"9410",525
"51538",494
"2170",504
"347735",47
"149086",1
"284551",0
"64129",1964
"3061",27
"553115",291
"1307",2395
"576",26
"100423028",0
"90853",65
"8073",1097
"10657",1593
"55116",148
"100847018",0
"23633",1094
"200081",1188
"79140",37
"56063",116
"55721",64
"149069",39
"8668",1149
"339483",1
"84734",12
"3932",264
"3065",1044
"65108",17
"100128071",2
"81629",122
"55108",479
"728116",4
"653121",294
"339487",406
"5928",2036
"81493",250
"57648",51
"8565",755
"64766",1001
"252995",35
"3208",2
"113452",22
"127544",496
"204",5216
"113451",79
"55223",92
"149076",810
"127550",15
"1912",753
"100500853",0
"101929464",0
