"","14930.Aligned.sortedByCoord.out.bam"
"100287102",82
"653635",3893
"102466751",0
"100302278",4
"645520",22
"79501",27
"729737",5556
"102725121",63
"102723897",3802
"102465909",0
"729759",92
"100132287",4796
"105378947",6
"101928626",0
"102465432",14
"81399",92
"100133331",5163
"100288069",49
"400728",0
"79854",105
"643837",3
"284593",1
"100130417",0
"148398",9
"26155",585
"339451",27
"84069",12
"84808",54
"57801",30
"9636",13
"375790",375
"105369174",0
"105378948",0
"401934",0
"54991",23
"254099",0
"406984",0
"406983",0
"554210",0
"254173",4
"8784",4
"7293",13
"51150",563
"126792",5
"388581",2
"118424",150
"6339",40
"116983",343
"102465434",0
"126789",15
"54973",321
"102465435",0
"80772",22
"83756",5
"1855",119
"102466740",1
"54587",630
"54998",71
"81669",1912
"148413",15
"55052",169
"441869",3
"643965",0
"102724312",1
"64856",13
"219293",40
"83858",378
"55210",377
"339453",5
"29101",292
"643988",0
"142678",150
"8510",131
"984",2906
"728661",1130
"8511",129
"728642",2830
"9906",1130
"65220",326
"2782",1592
"105378949",0
"163688",7
"339456",15
"85452",0
"2563",3
"5590",27
"100506504",0
"199990",47
"105378592",3
"6497",620
"105378594",4
"79906",91
"100129534",2
"11079",644
"5192",37
"9651",85
"55229",282
"388585",0
"115110",0
"8764",289
"100996583",0
"127281",7
"79258",5
"100287898",0
"140625",0
"440556",2
"63976",219
"100422968",0
"27237",6
"1953",253
"693135",0
"127262",128
"49856",104
"7161",6
"57212",135
"148870",2
"388588",0
"57470",247
"9731",722
"1677",76
"339448",281
"100133612",0
"728716",0
"284661",0
"55966",5
"100616489",0
"100616421",0
"261734",157
"8514",641
"26038",28
"6146",3130
"102724450",0
"388591",47
"23463",131
"148645",0
"390992",0
"387509",5
"11332",239
"54626",0
"83715",3
"100422975",0
"8718",66
"57449",522
"79707",481
"80835",1
"3104",161
"9903",49
"148479",70
"90326",59
"55735",404
"100505887",0
"23261",308
"9341",351
"8863",1100
"10911",0
"3604",14
"11315",1871
"54206",1977
"102724539",0
"50651",54
"473",2288
"102724552",0
"2023",6485
"102465436",0
"100505975",0
"765",0
"155184",1
"6518",137
"80045",15
"407040",7
"9563",594
"80176",110
"100506022",0
"84275",82
"199953",25
"5293",538
"644997",74
"101929074",0
"22883",1834
"56998",15
"84328",178
"64802",71
"100847055",0
"105376719",0
"116362",132
"10277",1962
"23095",6479
"100422970",0
"5226",1091
"100526739",0
"378708",0
"1325",0
"1676",108
"5195",262
