"","16153.Aligned.sortedByCoord.out.bam"
"100287102",58
"653635",4914
"102466751",0
"100302278",4
"645520",63
"79501",19
"729737",6802
"102725121",48
"102723897",4568
"102465909",0
"729759",419
"100132287",6168
"105378947",1
"101928626",0
"102465432",10
"81399",419
"100133331",6695
"100288069",33
"400728",0
"79854",17
"643837",8
"284593",5
"100130417",0
"148398",12
"26155",538
"339451",37
"84069",8
"84808",18
"57801",26
"9636",9
"375790",268
"105369174",0
"105378948",0
"401934",0
"54991",33
"254099",0
"406984",0
"406983",0
"554210",0
"254173",12
"8784",5
"7293",10
"51150",313
"126792",1
"388581",1
"118424",98
"6339",19
"116983",178
"102465434",0
"126789",28
"54973",248
"102465435",0
"80772",19
"83756",7
"1855",151
"102466740",0
"54587",192
"54998",42
"81669",1012
"148413",12
"55052",144
"441869",0
"643965",0
"102724312",0
"64856",4
"219293",59
"83858",421
"55210",381
"339453",1
"29101",181
"643988",2
"142678",118
"8510",97
"984",1570
"728661",851
"8511",96
"728642",1522
"9906",794
"65220",323
"2782",1445
"105378949",0
"163688",3
"339456",3
"85452",4
"2563",6
"5590",45
"100506504",0
"199990",78
"105378592",2
"6497",556
"105378594",2
"79906",45
"100129534",0
"11079",547
"5192",25
"9651",48
"55229",210
"388585",0
"115110",0
"8764",189
"100996583",0
"127281",9
"79258",5
"100287898",0
"140625",0
"440556",7
"63976",219
"100422968",0
"27237",8
"1953",165
"693135",0
"127262",74
"49856",49
"7161",13
"57212",118
"148870",0
"388588",0
"57470",169
"9731",531
"1677",62
"339448",184
"100133612",0
"728716",0
"284661",0
"55966",0
"100616489",0
"100616421",0
"261734",147
"8514",426
"26038",40
"6146",1729
"102724450",0
"388591",46
"23463",90
"148645",0
"390992",0
"387509",15
"11332",127
"54626",0
"83715",2
"100422975",0
"8718",83
"57449",295
"79707",307
"80835",3
"3104",147
"9903",39
"148479",67
"90326",59
"55735",383
"100505887",0
"23261",211
"9341",255
"8863",905
"10911",6
"3604",8
"11315",1538
"54206",1912
"102724539",0
"50651",37
"473",1258
"102724552",0
"2023",4912
"102465436",0
"100505975",0
"765",5
"155184",1
"6518",90
"80045",3
"407040",1
"9563",507
"80176",49
"100506022",1
