"","8546.Aligned.sortedByCoord.out.bam"
"100287102",408
"653635",2344
"102466751",1
"100302278",158
"645520",578
"79501",393
"729737",2905
"102725121",352
"102723897",2418
"102465909",1
"729759",1046
"100132287",3175
"105378947",0
"101928626",0
"102465432",0
"81399",1046
"100133331",3450
"100288069",21
"400728",0
"79854",17
"643837",5
"284593",8
"100130417",0
"148398",27
"26155",177
"339451",27
"84069",24
"84808",27
"57801",21
"9636",3
"375790",269
"105369174",0
"105378948",0
"401934",3
"54991",18
"254099",0
"406984",1
"406983",5
"554210",3
"254173",52
"8784",7
"7293",5
"51150",114
"126792",6
"388581",10
"118424",54
"6339",77
"116983",165
"102465434",0
"126789",12
"54973",119
"102465435",0
"80772",23
"83756",38
"1855",89
"102466740",0
"54587",135
"54998",20
"81669",640
"148413",14
"55052",46
"441869",11
"643965",3
"102724312",0
"64856",17
"219293",99
"83858",264
"55210",200
"339453",7
"29101",17
"643988",2
"142678",84
"8510",72
"984",972
"728661",501
"8511",73
"728642",935
"9906",503
"65220",112
"2782",200
"105378949",0
"163688",2
"339456",5
"85452",108
"2563",13
"5590",39
"100506504",1
"199990",59
"105378592",4
"6497",482
"105378594",4
"79906",96
"100129534",0
"11079",102
"5192",29
"9651",84
"55229",111
"388585",2
"115110",1
"8764",67
"100996583",0
"127281",11
"79258",59
"100287898",1
"140625",15
"440556",15
"63976",313
"100422968",0
"27237",51
"1953",154
"693135",1
"127262",40
"49856",33
"7161",26
"57212",60
"148870",36
"388588",5
"57470",103
"9731",181
"1677",40
"339448",61
"100133612",0
"728716",0
"284661",0
"55966",37
"100616489",0
"100616421",0
"261734",146
"8514",75
"26038",115
"6146",437
"102724450",0
"388591",24
"23463",39
"148645",0
"390992",5
"387509",16
"11332",52
"54626",1
"83715",68
"100422975",0
"8718",44
"57449",322
"79707",167
"80835",25
"3104",109
"9903",30
"148479",60
"90326",79
"55735",139
"100505887",0
"23261",204
"9341",90
"8863",1623
"10911",25
"3604",12
"11315",412
"54206",261
"102724539",0
"50651",46
"473",822
"102724552",0
"2023",308
"102465436",0
"100505975",0
"765",18
"155184",40
"6518",28
"80045",11
"407040",0
"9563",288
"80176",27
"100506022",1
"84275",50
"199953",36
"5293",198
"644997",18
"101929074",0
"22883",428
"56998",9
"84328",84
"64802",30
"100847055",0
"105376719",0
"116362",77
"10277",584
"23095",1663
"100422970",0
"5226",140
"100526739",0
"378708",0
"1325",5
"1676",47
"5195",159
"54897",183
"148345",31
"23435",552
"10747",92
"6723",17
"5394",468
"2475",649
"100873935",0
"10218",105
"29914",169
"57540",64
"101929181",0
"26232",16
"93611",81
"26270",16
"10459",66
"374946",13
"57085",37
"284498",19
"102724659",0
"4524",238
"1185",196
"100379251",3
"4878",5
"4879",31
"26829",0
"90231",119
"5351",350
"9927",648
"60672",33
"102466982",0
"943",28
"102465836",0
"7133",60
"100616438",0
"55187",3721
"677885",76
"9249",129
"102466722",0
"343066",33
"126767",44
"93190",18
"390999",11
"65121",66
"440560",553
"343069",209
"65122",91
"400735",593
"343071",234
"441871",149
"440561",793
"653606",111
"102724742",74
"101929983",604
"649330",177
"441873",731
"649324",60
"440563",159
"645354",60
"645359",710
"101060301",178
"343070",649
"400736",150
"391003",201
"343068",673
"391002",156
"645382",199
"653619",691
"729528",186
"645414",142
"391004",87
"645425",198
"126755",4
"10630",47
"7799",820
"23254",65
"200197",0
"55092",36
"727684",71
"114827",150
"101927417",0
"79180",46
"11330",36
"63036",63
"51032",58
"842",63
"23341",230
"79814",41
"84301",118
"6248",37
"23207",284
"284723",2
"388595",12
"54751",39
"440567",61
"729614",0
"23013",1837
"7709",102
"101928566",1
"149563",10
"27129",19
"1187",170
"1188",191
"348487",43
"1969",163
"128272",31
"101927546",0
"79363",14
"54455",217
"26099",73
"374955",40
"55707",93
"114819",106
"26871",4
"100126512",0
"100126517",0
"102724970",142
"100133301",26
"7195",0
"55672",15665
"84809",87
"11209",282
"26869",4
"729574",155
"100126533",0
"284729",54
"100189045",0
"102723383",157
"6060",4
"11223",303
"100500876",0
"100189298",0
"7193",0
"791226",0
"9696",267
"26870",4
"4237",44
"23400",193
"6390",143
"11240",49
"29943",41
"51702",33
"100616188",0
"23569",54
"353238",48
"55920",73
"55160",329
"81569",17
"101927876",0
"84966",30
"127707",15
"5081",35
"80834",45
"8659",96
"100616120",0
"100302276",6
"126917",45
"23352",2645
"23065",239
"51154",70
"246181",160
"22977",84
"100506730",0
"8574",155
"54896",30
"832",220
"100532736",0
"440574",23
"644068",28
"4681",26
"3362",18
"255104",83
"54546",9
"23252",62
"30814",6
"5320",212
"5322",31
"26279",11
"64600",6
"391013",0
"127733",14
"101928017",0
"127731",44
"339505",2
"55450",30
"79594",21
"163933",8
"978",15
"65018",117
"102464833",0
"100861548",4
"1650",145
"57576",165
"400745",4
"50809",627
"8672",666
"100302155",0
"1889",608
"100506801",4
"84224",464
"249",23
"5909",70
"84196",405
"401944",35
"3339",5243
"23436",41
"10136",41
"101928043",0
"29092",0
"998",288
"54361",77
"100616433",0
"9923",721
"2046",23
"102466615",0
"712",135
"714",34
"713",77
"2048",242
"100616391",0
"100422914",2
"646262",16
