"","11026.Aligned.sortedByCoord.out.bam"
"100287102",217
"653635",14737
"102466751",1
"100302278",19
"645520",164
"79501",57
"729737",14908
"102725121",183
"102723897",13153
"102465909",1
"729759",1085
"100132287",14794
"105378947",1
"101928626",0
"102465432",29
"81399",1085
"100133331",15033
"100288069",54
"400728",1
"79854",93
"643837",19
"284593",2
"100130417",0
"148398",30
"26155",793
"339451",103
"84069",10
"84808",20
"57801",82
"9636",3
"375790",998
"105369174",0
"105378948",0
"401934",0
"54991",42
"254099",0
"406984",0
"406983",0
"554210",0
"254173",26
"8784",2
"7293",6
"51150",571
"126792",5
"388581",3
"118424",184
"6339",43
"116983",334
"102465434",0
"126789",38
"54973",750
"102465435",0
"80772",39
"83756",23
"1855",292
"102466740",0
"54587",765
"54998",65
"81669",2366
"148413",29
"55052",195
"441869",4
"643965",0
"102724312",0
"64856",38
"219293",73
"83858",694
"55210",515
"339453",8
"29101",214
"643988",0
"142678",208
"8510",89
"984",3121
"728661",1862
"8511",85
"728642",3277
"9906",1834
"65220",657
"2782",1950
"105378949",0
"163688",2
"339456",2
"85452",2
"2563",29
"5590",50
"100506504",16
"199990",92
"105378592",21
"6497",1271
"105378594",5
"79906",169
"100129534",2
"11079",724
"5192",50
"9651",90
"55229",323
"388585",2
"115110",1
"8764",524
"100996583",0
"127281",18
"79258",9
"100287898",2
"140625",2
"440556",29
"63976",695
"100422968",0
"27237",8
"1953",1018
"693135",0
"127262",200
"49856",140
"7161",2
"57212",385
"148870",7
"388588",2
"57470",320
"9731",1002
"1677",127
"339448",297
"100133612",0
"728716",0
"284661",0
"55966",20
"100616489",0
"100616421",0
"261734",244
"8514",412
"26038",117
"6146",2519
"102724450",0
"388591",122
"23463",153
"148645",0
"390992",0
"387509",45
"11332",186
"54626",0
"83715",36
"100422975",0
"8718",213
"57449",846
"79707",604
"80835",18
"3104",278
"9903",92
"148479",128
"90326",79
"55735",676
"100505887",0
"23261",494
"9341",496
"8863",5664
"10911",16
"3604",7
"11315",1534
"54206",2513
"102724539",0
"50651",72
"473",2853
"102724552",0
"2023",2708
"102465436",0
"100505975",0
"765",3
"155184",15
"6518",48
"80045",5
"407040",16
"9563",699
"80176",172
"100506022",1
"84275",128
"199953",64
"5293",589
"644997",54
"101929074",0
"22883",2159
"56998",13
"84328",220
"64802",85
"100847055",0
"105376719",0
"116362",103
"10277",2865
"23095",5742
"100422970",0
"5226",638
"100526739",0
"378708",0
"1325",0
"1676",152
"5195",361
"54897",302
"148345",1
"23435",2679
"10747",261
"6723",89
"5394",2158
"2475",2715
"100873935",1
"10218",514
"29914",540
"57540",14
"101929181",0
"26232",8
"93611",88
"26270",31
"10459",76
"374946",0
"57085",143
"284498",2
"102724659",0
"4524",750
"1185",838
"100379251",1
"4878",36
"4879",1
"26829",4
"90231",413
"5351",1950
"9927",1486
"60672",123
"102466982",0
"943",5
"102465836",0
"7133",268
"100616438",1
"55187",12698
"677885",106
"9249",450
"102466722",0
"343066",13
"126767",3
"93190",2
"390999",2
"65121",18
"440560",57
"343069",131
"65122",20
"400735",68
"343071",9
"441871",9
"440561",71
"653606",0
"102724742",2
"101929983",96
"649330",17
"441873",107
"649324",5
"440563",22
"645354",5
"645359",106
"101060301",17
"343070",101
"400736",14
"391003",13
"343068",71
"391002",7
"645382",9
"653619",74
"729528",8
"645414",24
"391004",23
"645425",28
"126755",4
"10630",41
"7799",2906
"23254",111
"200197",0
"55092",127
"727684",147
"114827",296
"101927417",0
"79180",593
"11330",11
"63036",26
"51032",44
"842",172
"23341",758
"79814",14
"84301",621
"6248",112
"23207",1696
"284723",12
"388595",24
"54751",405
"440567",113
"729614",0
"23013",6153
"7709",246
"101928566",0
"149563",0
"27129",178
"1187",61
"1188",36
"348487",7
"1969",600
"128272",33
"101927546",0
"79363",23
"54455",960
"26099",316
"374955",12
"55707",481
"114819",223
"26871",12
"100126512",0
"100126517",0
"102724970",16
"100133301",1
"7195",0
"55672",39217
"84809",131
"11209",302
"26869",12
"729574",16
"100126533",0
"284729",18
"100189045",0
"102723383",16
"6060",12
"11223",182
"100500876",0
"100189298",0
"7193",0
"791226",0
"9696",528
"26870",12
"4237",257
"23400",666
"6390",715
"11240",36
"29943",5
"51702",0
"100616188",0
"23569",13
"353238",7
"55920",443
"55160",1457
"81569",0
"101927876",0
"84966",58
"127707",1
"5081",2
"80834",4
"8659",79
"100616120",0
"100302276",0
"126917",211
"23352",14549
"23065",916
"51154",143
"246181",72
"22977",35
"100506730",1
"8574",524
"54896",104
"832",1522
"100532736",0
"440574",72
"644068",62
"4681",33
"3362",6
"255104",151
"54546",0
"23252",142
"30814",2
"5320",644
"5322",172
"26279",22
"64600",4
"391013",1
"127733",3
"101928017",0
"127731",7
"339505",0
"55450",32
"79594",71
"163933",3
"978",64
"65018",836
"102464833",0
"100861548",67
"1650",1161
"57576",114
"400745",0
"50809",2887
"8672",3026
"100302155",0
"1889",4003
"100506801",14
"84224",1733
"249",158
"5909",48
"84196",2269
"401944",70
"3339",45205
"23436",3
"10136",0
"101928043",0
"29092",1
"998",1565
"54361",66
"100616433",0
"9923",2373
"2046",1
"102466615",0
"712",1729
"714",899
"713",2001
"2048",247
"100616391",0
"100422914",0
"646262",0
"729059",1
"23028",1224
"100422866",0
"100616177",0
"7798",795
"3352",19
"100996511",2
"10236",2046
"80818",380
"148898",17
"6920",399
"55616",555
"1870",3
"101928163",0
"3399",404
"259283",25
"6135",8033
"6924",696
"100506963",0
"57095",273
"11313",177
"2582",101
"3155",495
"2517",394
"1269",1
"100616492",0
"55629",892
"10772",913
"127294",60
"58985",7
"163702",15
"284632",0
"57822",4
"90529",95
"57185",172
"100750325",0
"11123",47
"100506985",0
"400746",29
"10250",6988
"25932",1725
"864",54
"102465437",0
"100616365",0
"25949",655
"57035",1722
"6007",831
"23585",407
"6006",391
"55219",580
"26119",469
"57134",425
"57190",1922
"56181",297
"646471",40
"79000",10
"164091",83
"3925",128
"100500808",0
"5051",115
"2134",18
"7780",1
"105376910",0
"84676",4
"149420",65
"79927",2
"105376887",0
"51042",16
"10256",102
"378807",13
"101928303",2
"64793",196
"83442",361
"91544",235
"1043",35
"55057",15
"257101",38
"79727",1
"79947",603
"101928324",5
"3151",2115
"6195",517
"100302190",0
"101928728",0
"8289",7272
"55650",255
"84243",205
"2810",1
"54707",123
"63906",199
"10726",1521
"8431",3
"126695",6
"388610",0
"115572",101
"6548",594
"23038",674
"84065",80
"644961",49
"100887744",0
"84958",43
"9064",1155
"8547",14
"388611",1
"2827",10
"10163",4292
"27245",512
"2268",556
"2537",64
"199870",232
"23673",574
"5511",295
"677774",455
"9473",199
"6118",282
"27293",4
"55113",27
"2140",1228
"5724",173
"22826",1332
"93974",315
"83667",89
"54797",46
"65979",1834
"1104",95
"8420",24
"6080",33698
"26768",57197
"54952",333
"85028",4
"692212",31
"677838",402
"677825",135
"692073",42
"115273",8
"6883",131
"26824",7
"10691",248
"105376911",0
"51441",553
"4985",0
"2035",1297
"399474",9
"6429",1347
"51102",163
"10076",447
"101928460",0
"101929406",0
"4146",1
"100129196",1
"7805",1400
"100616164",0
"400748",1
"9672",145
"9698",2519
"692234",124
"692235",124
"692200",8
"79570",7
"9410",373
"51538",252
"2170",224
"347735",56
"149086",5
"284551",0
"64129",1768
"3061",20
"553115",137
"1307",3040
"576",58
"100423028",0
"90853",14
"8073",698
"10657",988
"55116",186
"100847018",0
"23633",746
"200081",639
"79140",28
"56063",97
"55721",99
"149069",40
"8668",618
"339483",0
"84734",4
"3932",128
"3065",710
"65108",14
"100128071",3
"81629",169
"55108",381
"728116",4
"653121",199
"339487",323
"5928",1268
"81493",122
"57648",116
"8565",573
"64766",742
"252995",19
"3208",3
"113452",20
"127544",356
"204",6776
"113451",69
"55223",43
"149076",776
"127550",0
"1912",518
"100500853",0
"101929464",1
"7579",92
"114784",161
"127540",1
"402779",0
"84970",19
"693137",0
"2709",16
"127534",10
"2707",21
"2701",230
"113444",156
"58512",17
"653160",21
"100506144",36
"9204",1512
"79830",767
"6421",4482
"9202",3241
"79932",1035
"23154",195
"339488",52
"5690",604
"127703",16
"63967",86
"192670",1249
"26523",941
"192669",1844
"27285",13
"54936",35
"1296",143
"27095",168
"55700",864
"9967",2353
"79729",111
"55194",42
"83931",238
"84967",69
"127700",90
"64960",190
"1441",356
"2899",114
"100422898",0
"728431",0
"80149",112
"102465438",0
"64769",365
"100847010",0
"79753",135
"7802",82
"29889",774
"284654",3
"54955",43
"55143",21
"284656",6
"149175",19
"79693",37
"127687",38
"4520",548
"3633",1280
"10946",1217
"2275",82
"51118",300
"5453",2
"100500801",0
"339442",0
"64121",528
"100527950",48
"26292",0
"81025",0
"54933",115
"79647",391
"4725",539
"23499",46545
"643314",2109
"105378950",0
"353500",86
"728448",24
"8761",1051
"101929516",0
"677834",92
"26508",537
"84618",16
"51440",17
"10450",219
"656",64
"64064",21
"105378951",0
"101929536",0
"54802",320
"4610",17
"84879",13
"10487",2582
"5538",1053
"6018",1611
"127391",9
"10269",615
"1298",124
"64744",1387
"65243",52
"339559",262
"64789",49
"127396",92
"9783",18
"100130557",1
"4802",837
"407034",16
"407031",0
"9132",99
"163732",4
"1503",1581
"100507178",8
"200172",24
"22955",1267
"100132074",5
"1907",15
"59269",117
"2981",0
"2980",0
"22887",1329
"284716",9
"84217",9
"79717",258
"728621",157
"10465",165
"4904",2761
"149461",30
"64175",608
"79078",51
"100129924",6
"374969",26
"114625",179
"51058",192
"339539",0
"6513",461
"440584",0
"105378684",0
"440585",4
"10969",190
"102465439",0
"149465",17
"128218",1
"149466",0
"7075",683
"4352",57
"991",31
"64834",550
"102466723",0
"112950",206
"23334",3442
"102465440",0
"81888",0
"5792",1054
"9682",943
"100132774",1
"6487",678
"101929592",0
"102464830",0
"9048",9
"9670",453
"1802",61
"533",418
"8704",101
"149473",44
"6536",134
"128209",1
"105378952",0
"55929",273
"79033",269
"100874278",2
"55182",514
"100847089",0
"79639",6
"339541",21
"26828",0
"26830",0
"11004",77
"6202",1407
"26811",1
"94161",30
"94162",6
"94163",13
"266675",5
"1263",628
"343521",4
"149478",222
"8643",368
"8891",380
"79654",722
"7389",760
"57643",146
"400752",1
"84842",2
"4595",497
"114034",184
"10420",250
"126661",28
"25974",45
"5052",615
"10327",665
"4678",2588
"149483",68
"60313",1093
"728963",21
"51249",263
"3652",294
"23139",3067
"8503",569
"101929626",0
"10103",26
"55624",1018
"541468",2
"8438",139
"10489",326
"7388",411
"387338",184
"2166",208
"729041",0
"101929651",0
"127343",2
"100507423",0
"148930",2
"8569",1009
"148932",236
"64756",216
"374973",8
"100130197",0
"9813",1170
"1580",636
"163720",154
"1579",73
"260293",356
"199974",123
"284541",32
"100874253",0
"10158",6
"6886",35
"6491",165
"51727",1018
"102724077",0
"2301",0
"84793",0
"2306",76
"388630",560
"391037",0
"200010",169
"54558",1018
"84871",6
"79656",45
"101929721",0
"100874313",0
"1996",14
"63950",1
"11124",1139
"1031",92
"100616189",0
"102466656",0
"284546",17
"26994",453
"22996",14
"102724097",0
"2060",4844
"114883",3461
"4898",4654
"100313892",0
"5865",1
"51060",258
"112970",0
"104355143",0
"91408",287
"9372",1447
"200014",676
"4998",54
"84950",787
"23318",3999
"105378722",1
"2882",45
"348378",12
"65260",50
"79699",665
"440590",9
"55268",1322
"6342",2178
"100616156",0
"100616458",0
"100616145",0
"127435",5194
"6512",108
"1376",694
"54987",254
"4116",325
"100507564",0
"7804",156
"163742",0
"63948",4
"148979",28
"105369175",0
"55706",276
"54432",186
"1733",73
"51668",216
"115353",121
"388633",1
"9528",1075
"127428",24
"100616315",0
"200008",9
"606495",50
"51253",335
"23648",1401
"619518",28
"26027",296
"338094",38
"374977",32
"100527960",20
"7268",4
"25973",9
"55001",0
"163747",5
"1718",218
"100126514",0
"199964",0
"7809",7
"255738",9
"23358",4566
"100507634",0
"100616272",0
"8613",799
"5563",241
"199920",0
"731",4
"732",6
"1600",31
"101926890",0
"115209",849
"4070",12
"114803",1325
"3725",1131
"100131060",8
"101926925",0
"729467",0
"55277",216
"100616409",0
"101926944",1
"51361",14
"1573",11
"127795",15
"101926964",1
"100996570",0
"4774",4215
"645030",0
"414927",0
"83941",488
"10207",1936
